0_names,0_scores,0_pvals_adj,0_logfoldchanges,1_names,1_scores,1_pvals_adj,1_logfoldchanges,2_names,2_scores,2_pvals_adj,2_logfoldchanges,3_names,3_scores,3_pvals_adj,3_logfoldchanges,4_names,4_scores,4_pvals_adj,4_logfoldchanges,5_names,5_scores,5_pvals_adj,5_logfoldchanges,6_names,6_scores,6_pvals_adj,6_logfoldchanges,7_names,7_scores,7_pvals_adj,7_logfoldchanges
UBAP1L,-0.05996348,0.9999003804629129,0.76859194,RP4-798A10.4,-0.07914788,0.9996937181110113,1.0753194,TOP2A,-0.10204751,0.9996617578253437,1.498969,RP11-531A24.5,-0.03724361,0.9998338017940898,0.6848731,KBTBD4,0.037706614,0.9999189069433965,,LRG1,-0.033900462,1.0,0.7652755,EFCAB4A,-0.042176276,1.0,1.0181692,ADRBK2,0.051788196,0.9992640708997754,
RP11-428J1.5,-0.05996348,0.9999003804629129,0.7254227,C10ORF68,-0.07914788,0.9996937181110113,1.0861651,C1orf198,-0.10204751,0.9996617578253437,1.4457753,AC104655.3,-0.03724361,0.9998338017940898,0.6845216,LINC-PINT,0.037706614,0.9999189069433965,,RP11-443B7.3,-0.033900462,1.0,0.7600613,ANKRD6,-0.042176276,1.0,0.9797291,HRSP12,0.051788196,0.9992640708997754,
HRASLS2,-0.05996348,0.9999003804629129,0.71011347,MUC20,-0.07914788,0.9996937181110113,1.0944592,RP11-60I3.5,-0.10204751,0.9996617578253437,1.3988867,ESR2,-0.03724361,0.9998338017940898,0.68353695,WWP1,0.037655797,0.9999189069433965,,RP11-101E13.5,-0.033900462,1.0,0.7554365,RP11-159G9.5,-0.042176276,1.0,0.97973186,SENP7,0.05156352,0.9992640708997754,
XYLT2,-0.05996348,0.9999003804629129,0.7244804,CYTH3,-0.07914788,0.9996937181110113,1.0941807,TTTY14,-0.10204751,0.9996617578253437,1.4267428,ADORA3,-0.03724361,0.9998338017940898,0.68854856,RNF24,0.037604976,0.9999189069433965,,ZNF777,-0.033900462,1.0,0.812192,MTUS1,-0.042176276,1.0,0.9768339,SHPRH,0.05156352,0.9992640708997754,
HIST1H2AM,-0.05996348,0.9999003804629129,0.7743391,LAMTOR5-AS1,-0.07914788,0.9996937181110113,1.0943869,SAMD12,-0.10204751,0.9996617578253437,1.4346018,RP11-159H10.3,-0.03724361,0.9998338017940898,0.68821114,THEM4,0.037401706,0.9999189069433965,,RP11-429J17.2,-0.033900462,1.0,0.7629195,CAMSAP2,-0.042176276,1.0,0.98020786,ODF2,0.05156352,0.9992640708997754,
NEU3,-0.05996348,0.9999003804629129,0.69577616,TNK2-AS1,-0.07914788,0.9996937181110113,1.0909249,BCAT1,-0.10204751,0.9996617578253437,1.4508698,PRDM10,-0.03724361,0.9998338017940898,0.6944273,PERP,0.037300073,0.9999189069433965,,HCG27,-0.033900462,1.0,0.75296235,RNFT2,-0.042176276,1.0,1.0044744,VMAC,0.05133884,0.9992640708997754,
AC009133.12,-0.06003948,0.9999003804629129,0.81969243,PAK3,-0.07914788,0.9996937181110113,1.0771013,HSD11B1,-0.10204751,0.9996617578253437,1.4016447,CLECL1,-0.03724361,0.9998338017940898,0.7070106,LIAS,0.037249256,0.9999189069433965,,RNASE3,-0.033900462,1.0,0.776384,TUBA8,-0.042176276,1.0,0.99074346,MOGS,0.05133884,0.9992640708997754,
FBXL19,-0.06003948,0.9999003804629129,0.8171008,RP11-680G24.5,-0.07914788,0.9996937181110113,1.0981677,DLL1,-0.10204751,0.9996617578253437,1.407728,MAP1B,-0.03724361,0.9998338017940898,0.69251287,GTSF1,0.03669026,0.9999189069433965,,EPPK1,-0.033900462,1.0,0.7581859,HRK,-0.042176276,1.0,0.97150403,NAA15,0.05077715,0.9992640708997754,
DISP1,-0.06003948,0.9999003804629129,0.82242775,FAM66C,-0.07914788,0.9996937181110113,1.0716785,A2M,-0.10204751,0.9996617578253437,1.4478416,SRGAP1,-0.03724361,0.9998338017940898,0.6832347,RP11-640M9.1,0.036385357,0.9999189069433965,5.293324,RP4-781K5.2,-0.033900462,1.0,0.77567476,hsa-mir-1199,-0.042176276,1.0,0.9938852,ASUN,0.05066481,0.9992640708997754,
GNAI1,-0.06003948,0.9999003804629129,0.8160752,SHF,-0.07914788,0.9996937181110113,1.0717137,IRAK1BP1,-0.10204751,0.9996617578253437,1.4191499,LRRC16B,-0.03724361,0.9998338017940898,0.68251115,IKZF3,0.03608045,0.9999189069433965,,CTD-3065J16.9,-0.033900462,1.0,0.76462233,PHLDA3,-0.042176276,1.0,0.98104554,WIPI1,0.05044013,0.9992640708997754,
EGFL7,-0.06003948,0.9999003804629129,0.834706,FSIP1,-0.07914788,0.9996937181110113,1.0713906,LYNX1,-0.10204751,0.9996617578253437,1.4197016,SUMO4,-0.03724361,0.9998338017940898,0.6864692,FBXO9,0.035775546,0.9999189069433965,,RP6-206I17.2,-0.033900462,1.0,0.7629359,RP11-326C3.11,-0.042176276,1.0,0.96783197,ZMYM5,0.05044013,0.9992640708997754,
SERAC1,-0.06003948,0.9999003804629129,0.82778907,ABCA1,-0.07914788,0.9996937181110113,1.0794033,ME3,-0.10204751,0.9996617578253437,1.4105165,PFKFB2,-0.03724361,0.9998338017940898,0.6959818,TRAF3,0.035673913,0.9999189069433965,,ZNF219,-0.033900462,1.0,0.76101804,HIST1H2AH,-0.042176276,1.0,0.97099227,NCOA7,0.04954142,0.9992640708997754,
RP3-508I15.19,-0.06003948,0.9999003804629129,0.8065094,GTSE1,-0.07914788,0.9996937181110113,1.2025017,TRAF3IP1,-0.10204751,0.9996617578253437,1.3874309,RP11-977G19.12,-0.03724361,0.9998338017940898,0.69568014,ERCC3,0.035623092,0.9999189069433965,,COL6A1,-0.033900462,1.0,0.7554585,HMMR,-0.042176276,1.0,1.0269082,SLC35A4,0.04942908,0.9992640708997754,
RP11-98I9.4,-0.06003948,0.9999003804629129,0.83488446,BMPR1A,-0.07914788,0.9996937181110113,1.0723825,STEAP4,-0.10204751,0.9996617578253437,1.4407966,C4BPB,-0.03724361,0.9998338017940898,0.68230313,USP16,0.035470642,0.9999189069433965,,AD000671.6,-0.033900462,1.0,0.7540186,ZDHHC23,-0.042176276,1.0,0.9703014,POLL,0.049092066,0.9992640708997754,
CEBPE,-0.06003948,0.9999003804629129,0.81775916,PTPN13,-0.07914788,0.9996937181110113,1.0825441,PLEKHA7,-0.10204751,0.9996617578253437,1.407903,GPER1,-0.03724361,0.9998338017940898,0.6826379,PXMP4,0.035369005,0.9999189069433965,,RNF32,-0.033900462,1.0,0.7552213,RP11-154H23.3,-0.042176276,1.0,0.97626764,ICMT,0.048867386,0.9992640708997754,
NUDT13,-0.06003948,0.9999003804629129,0.81622,CAPN8,-0.07914788,0.9996937181110113,1.0719254,RP11-973H7.1,-0.10204751,0.9996617578253437,1.3990302,GLS2,-0.03724361,0.9998338017940898,0.7013602,FASTKD5,0.035369005,0.9999189069433965,,DAB1,-0.033900462,1.0,0.75307727,HTR3A,-0.042176276,1.0,0.9945984,FAAH,0.04864271,0.9992640708997754,
PCOLCE,-0.06003948,0.9999003804629129,0.81828594,DUOX1,-0.07914788,0.9996937181110113,1.0892036,LINC00422,-0.10204751,0.9996617578253437,1.4021143,AC005932.1,-0.03724361,0.9998338017940898,0.6898733,ZNF236,0.035369005,0.9999189069433965,,MXRA7,-0.033900462,1.0,0.75408435,AC004893.11,-0.042176276,1.0,0.98267776,RFT1,0.04841803,0.9992640708997754,
CENPO,-0.06003948,0.9999003804629129,0.8139072,TLDC2,-0.07914788,0.9996937181110113,1.0789305,ALG1L,-0.10204751,0.9996617578253437,1.4022789,PLA2G1B,-0.03724361,0.9998338017940898,0.6850613,NUP43,0.03526737,0.9999189069433965,,KRT73,-0.033900462,1.0,0.7842227,RP11-89K11.1,-0.042176276,1.0,0.9867812,FTX,0.04841803,0.9992640708997754,
RP11-425D10.10,-0.06003948,0.9999003804629129,0.8036193,OSCP1,-0.07914788,0.9996937181110113,1.0757519,C2orf69,-0.10282396,0.9996617578253437,,RP11-111J6.2,-0.03724361,0.9998338017940898,0.6860727,ZXDC,0.035165735,0.9999189069433965,,CA6,-0.033900462,1.0,0.7579505,LIME1,-0.042176276,1.0,1.0004934,MFSD5,0.048193354,0.9992640708997754,
ZBTB3,-0.06003948,0.9999003804629129,0.8169748,CTD-2410N18.3,-0.07914788,0.9996937181110113,1.0724043,GGPS1,-0.10315672,0.9996617578253437,,RP4-548D19.3,-0.03724361,0.9998338017940898,0.6848902,PIK3C2A,0.034962464,0.9999189069433965,,SLC2A5,-0.033900462,1.0,0.75292015,RAB11FIP3,-0.042176276,1.0,0.98369324,METTL4,0.048193354,0.9992640708997754,
POLR3B,-0.06003948,0.9999003804629129,0.8141168,DUSP8,-0.07914788,0.9996937181110113,1.0716873,CCDC66,-0.10371133,0.9996617578253437,,CTB-47B11.3,-0.03724361,0.9998338017940898,0.68259907,POLR2B,0.03486083,0.9999189069433965,,LRP12,-0.033900462,1.0,0.7649139,C11orf82,-0.042176276,1.0,1.0152744,MAP3K2,0.047968674,0.9992640708997754,
ZNF440,-0.06003948,0.9999003804629129,0.8192022,RP11-452C13.1,-0.07914788,0.9996937181110113,1.1062204,NMT1,-0.10400712,0.9996617578253437,,OPLAH,-0.03724361,0.9998338017940898,0.6872372,EHBP1,0.034759194,0.9999189069433965,,ZNF70,-0.033900462,1.0,0.7723283,RP11-421M1.8,-0.042176276,1.0,0.9966163,ZCCHC6,0.047744,0.9992640708997754,
C3,-0.06003948,0.9999003804629129,0.807828,RP11-96K19.2,-0.07914788,0.9996937181110113,1.0990721,DDX11,-0.10415501,0.9996617578253437,1.7284242,SDS,-0.03724361,0.9998338017940898,0.687749,TRAPPC2,0.034708377,0.9999189069433965,,C2orf62,-0.033900462,1.0,0.76733786,COLGALT2,-0.042176276,1.0,0.9703896,DPF2,0.047519322,0.9992640708997754,
ARL5B-AS1,-0.06003948,0.9999003804629129,0.8155441,EFHD1,-0.07914788,0.9996937181110113,1.0774871,ALG11,-0.10415501,0.9996617578253437,1.8751868,RASAL1,-0.03724361,0.9998338017940898,0.6913309,FRMD8,0.034606744,0.9999189069433965,,ZNF57,-0.033900462,1.0,0.7531632,HBQ1,-0.042176276,1.0,0.96920794,CHST15,0.047519322,0.9992640708997754,
SMAD1,-0.06003948,0.9999003804629129,0.80896825,C22orf26,-0.07914788,0.9996937181110113,1.0741297,ASB2,-0.10419199,0.9996617578253437,1.8623017,RP11-571M6.7,-0.03724361,0.9998338017940898,0.6863158,SMIM15,0.033946116,0.9999189069433965,,AC109333.10,-0.033900462,1.0,0.75325024,TMEM9B-AS1,-0.042176276,1.0,0.9965186,ZBED5-AS1,0.047294643,0.9992640708997754,
RP11-398K22.12,-0.06003948,0.9999003804629129,0.8004049,BCL2L14,-0.07914788,0.9996937181110113,1.0757096,ZNF575,-0.10419199,0.9996617578253437,1.8563384,RAB12,-0.03724361,0.9998338017940898,0.6917003,GNL3,0.03379366,0.9999189069433965,,RP5-1043L13.1,-0.033900462,1.0,0.7645755,PTK6,-0.042176276,1.0,0.9749441,HMGN1,0.046845287,0.9992640708997754,
FAM13A-AS1,-0.06003948,0.9999003804629129,0.8140937,EPDR1,-0.07914788,0.9996937181110113,1.0990866,ZNF81,-0.10419199,0.9996617578253437,1.7406341,RP11-873E20.1,-0.03724361,0.9998338017940898,0.6923509,OSBPL1A,0.03359039,0.9999189069433965,-1.8469017,RP11-277P12.20,-0.033900462,1.0,0.75596297,RP5-1180C10.2,-0.042176276,1.0,0.98321056,SPON2,0.04639593,0.9992640708997754,
RP11-446N19.1,-0.06003948,0.9999003804629129,0.81278294,RP11-90D4.3,-0.07914788,0.9996937181110113,1.0729975,TMEM8B,-0.10419199,0.9996617578253437,1.8467575,C5orf54,-0.03724361,0.9998338017940898,0.6992118,RTTN,0.03359039,0.9999189069433965,-1.8107798,TVP23A,-0.033900462,1.0,0.7621799,AC004447.2,-0.042176276,1.0,0.98473823,EIF2D,0.04560956,0.9992640708997754,
RP11-337C18.8,-0.06003948,0.9999003804629129,0.82248074,MEIG1,-0.07914788,0.9996937181110113,1.0719684,IL1RAP,-0.10419199,0.9996617578253437,1.9007303,VIPR2,-0.03724361,0.9998338017940898,0.6825114,AC010761.8,0.03359039,0.9999189069433965,-1.8637873,DSC2,-0.033900462,1.0,0.7551323,HCFC1-AS1,-0.042176276,1.0,0.9959896,MRPS17-1,0.045497224,0.9992640708997754,
ZNF564,-0.06003948,0.9999003804629129,0.80813265,SERHL2,-0.07914788,0.9996937181110113,1.0760254,SLC25A29,-0.10419199,0.9996617578253437,1.8529721,CTB-113P19.5,-0.03724361,0.9998338017940898,0.6907775,ZNF785,0.03359039,0.9999189069433965,-1.8523293,CCNI2,-0.033900462,1.0,0.75473475,AZU1,-0.042176276,1.0,0.9692231,AGO3,0.045047868,0.9992640708997754,
RP11-876N24.4,-0.06003948,0.9999003804629129,0.80862874,C12orf39,-0.07914788,0.9996937181110113,1.1301925,MASTL,-0.10419199,0.9996617578253437,1.9215385,ARSE,-0.03724361,0.9998338017940898,0.6842938,RP13-582O9.7,0.03359039,0.9999189069433965,-1.6958642,PRR7-AS1,-0.033900462,1.0,0.7605195,ANKS1B,-0.042176276,1.0,0.97374696,DCAF12,0.044373833,0.9992640708997754,
ZNF154,-0.06003948,0.9999003804629129,0.80855674,RP5-1074L1.4,-0.07914788,0.9996937181110113,1.0814223,BAIAP2-AS1,-0.10419199,0.9996617578253437,1.8577724,BOK,-0.03724361,0.9998338017940898,0.6889217,DHRS9,0.03359039,0.9999189069433965,-1.7221264,TMEM169,-0.033900462,1.0,0.7563725,MEGF8,-0.042176276,1.0,0.97834057,SCAP,0.044373833,0.9992640708997754,
RP3-322G13.5,-0.06003948,0.9999003804629129,0.8242821,ARHGAP6,-0.07914788,0.9996937181110113,1.1301826,ZNF510,-0.10419199,0.9996617578253437,1.8677996,CTD-2017C7.1,-0.03724361,0.9998338017940898,0.69024885,GCSH,0.03359039,0.9999189069433965,-1.7608844,RP5-1057J7.6,-0.033900462,1.0,0.76544756,TRIM34,-0.042176276,1.0,0.9720187,AGK,0.044373833,0.9992640708997754,
NSUN4,-0.06014081,0.9999003804629129,,RP11-402D21.2,-0.07914788,0.9996937181110113,1.0725986,ZNF781,-0.10419199,0.9996617578253437,1.8216702,FAM228A,-0.03724361,0.9998338017940898,0.6891875,RGL2,0.03359039,0.9999189069433965,,RP11-77H9.8,-0.033900462,1.0,0.754777,VANGL1,-0.042176276,1.0,0.9715539,EEA1,0.044149157,0.9992640708997754,
PDE4B,-0.06021681,0.9999003804629129,,ESPN,-0.07914788,0.9996937181110113,1.0724735,CTD-2020K17.4,-0.10422896,0.9996617578253437,1.8742164,AC093642.3,-0.03724361,0.9998338017940898,0.68300223,LYSMD4,0.03359039,0.9999189069433965,-1.7806183,RP11-392P7.6,-0.033900462,1.0,0.7531568,SMIM5,-0.042176276,1.0,1.0175567,NEIL2,0.044149157,0.9992640708997754,
TRAK2,-0.060242143,0.9999003804629129,,ITGA10,-0.07914788,0.9996937181110113,1.0764844,FAM169A,-0.10422896,0.9996617578253437,1.881452,CEBPA-AS1,-0.03724361,0.9998338017940898,0.6833743,RP11-159D12.2,0.03359039,0.9999189069433965,-1.7840244,ASMTL-AS1,-0.033900462,1.0,0.75294787,AC073283.7,-0.042176276,1.0,0.9816456,ATG4A,0.044149157,0.9992640708997754,
VPS16,-0.060242143,0.9999003804629129,,ARHGAP11A,-0.07914788,0.9996937181110113,1.1123521,ZKSCAN3,-0.10422896,0.9996617578253437,1.9200292,CTD-2085J24.4,-0.03724361,0.9998338017940898,0.68915725,TTLL11,0.03359039,0.9999189069433965,-1.8035384,RP11-467P9.1,-0.033900462,1.0,0.76372695,ACOX2,-0.042176276,1.0,0.971482,RIF1,0.043924477,0.9992640708997754,
ECE1,-0.06026748,0.9999003804629129,,MCM10,-0.07914788,0.9996937181110113,1.1663992,DPCD,-0.10422896,0.9996617578253437,1.881312,BEND2,-0.03724361,0.9998338017940898,0.704343,CCNA2,0.03359039,0.9999189069433965,-1.773344,LINC00106,-0.033900462,1.0,0.7573382,ZMYM6NB,-0.042176276,1.0,1.0022217,WDR73,0.043924477,0.9992640708997754,
BAZ1A,-0.060318142,0.9999003804629129,,CTD-3203P2.2,-0.07914788,0.9996937181110113,1.0972635,ARMCX1,-0.10422896,0.9996617578253437,1.9295073,NHS,-0.03724361,0.9998338017940898,0.6846362,MYBL2,0.03359039,0.9999189069433965,-1.9001137,SLAMF8,-0.033900462,1.0,0.7785068,IPO9-AS1,-0.042176276,1.0,0.9896391,RBM12,0.043924477,0.9992640708997754,
RABIF,-0.06067281,0.9999003804629129,,DNAJC27,-0.07914788,0.9996937181110113,1.0871297,MICALL1,-0.10422896,0.9996617578253437,1.7811329,GDPGP1,-0.03724361,0.9998338017940898,0.6841374,RP5-894A10.2,0.03359039,0.9999189069433965,-1.7960178,RP1-244F24.1,-0.033900462,1.0,0.757497,NID1,-0.042176276,1.0,1.0133144,RFFL,0.043924477,0.9992640708997754,
GPR75-ASB3,-0.061128803,0.9999003804629129,,RP11-582J16.4,-0.07914788,0.9996937181110113,1.0787611,ENPP5,-0.10422896,0.9996617578253437,1.844237,RP11-439L18.2,-0.03724361,0.9998338017940898,0.6862144,LIN54,0.03359039,0.9999189069433965,-1.7393581,LL22NC03-86G7.1,-0.033900462,1.0,0.75605255,ZSWIM4,-0.042176276,1.0,0.9766964,MEFV,0.043924477,0.9992640708997754,
PIDD,-0.061483465,0.9999003804629129,-1.1612419,GMDS-AS1,-0.079402685,0.9996937181110113,,FUT4,-0.10422896,0.9996617578253437,1.8589977,PM20D1,-0.03724361,0.9998338017940898,0.68240684,RP11-145M9.4,0.03359039,0.9999189069433965,-2.1665819,PLEKHM3,-0.033900462,1.0,0.7565089,RP13-638C3.4,-0.042176276,1.0,0.975052,MAD2L1BP,0.0436998,0.9992640708997754,
MAPRE3,-0.06183813,0.9999003804629129,2.0081644,CPOX,-0.07946638,0.9996937181110113,,RP11-755B10.4,-0.10422896,0.9996617578253437,1.8670257,ZNF492,-0.03724361,0.9998338017940898,0.6823444,RP11-517P14.2,0.03359039,0.9999189069433965,-1.7317296,PCBP3,-0.033900462,1.0,0.759694,ZNF587B,-0.042176276,1.0,0.9843895,DOPEY2,0.0436998,0.9992640708997754,
GYS1,-0.06183813,0.9999003804629129,1.056094,MSL2,-0.07984859,0.9996937181110113,,PAQR3,-0.10422896,0.9996617578253437,1.8628112,RP11-429E11.3,-0.03724361,0.9998338017940898,0.68264914,KCNMB3,0.03359039,0.9999189069433965,-1.8152245,SV2A,-0.033900462,1.0,0.75684905,MSRB3,-0.042176276,1.0,1.0082512,FAM228B,0.0436998,0.9992640708997754,
CAPS,-0.061863463,0.9999003804629129,1.6538868,GTDC1,-0.08035819,0.9996937181110113,,PPP6R1,-0.10422896,0.9996617578253437,1.7559303,ZNF208,-0.03724361,0.9998338017940898,0.6858068,RP11-313P13.5,0.033539575,0.9999189069433965,-1.6922364,SCRG1,-0.033900462,1.0,0.7598348,RP11-677M14.2,-0.042176276,1.0,0.97414607,TRIM52,0.0436998,0.9992640708997754,
TRMT61B,-0.062015463,0.9999003804629129,,DSCR3,-0.08042189,0.9996937181110113,,ADAM9,-0.10422896,0.9996617578253437,1.8588916,CTC-260E6.6,-0.03724361,0.9998338017940898,0.68731624,SPIN4,0.033539575,0.9999189069433965,-1.6651162,RAVER2,-0.033900462,1.0,0.7562071,RP11-890B15.3,-0.042176276,1.0,0.9791272,PROSER1,0.0436998,0.9992640708997754,
AGPAT6,-0.062040795,0.9999003804629129,,LMF2,-0.080612995,0.9996937181110113,,ENTPD5,-0.10422896,0.9996617578253437,1.763354,RP4-607J23.2,-0.03724361,0.9998338017940898,0.6881919,RP11-6J24.6,0.033539575,0.9999189069433965,-1.6812731,UNC45B,-0.033900462,1.0,0.7609249,PPP1R26,-0.042176276,1.0,0.9744925,FAM175A,0.04268875,0.9992640708997754,
RP13-516M14.4,-0.062040795,0.9999003804629129,1.8151363,TARS2,-0.08067669,0.9996937181110113,,FBXO2,-0.10422896,0.9996617578253437,1.7342626,CTD-2555C10.3,-0.03724361,0.9998338017940898,0.68303466,CCT6B,0.033539575,0.9999189069433965,-1.6720195,SLC19A2,-0.033900462,1.0,0.77261144,AC074117.10,-0.042176276,1.0,0.969742,PNISR,0.042239398,0.9992640708997754,
TRIT1,-0.062192794,0.9999003804629129,,NGRN,-0.08074039,0.9996937181110113,,MAGEE1,-0.10422896,0.9996617578253437,1.8759632,CLCN4,-0.03724361,0.9998338017940898,0.68857515,AC061992.2,0.033539575,0.9999189069433965,-1.664235,FAM178B,-0.033900462,1.0,0.754763,IGSF9B,-0.042176276,1.0,0.9688575,HNRNPF,0.041790042,0.9992640708997754,
ARID1B,-0.062268794,0.9999003804629129,-0.5820305,TMPO,-0.080804095,0.9996937181110113,,TYMS,-0.10422896,0.9996617578253437,1.8321716,KLHL29,-0.03724361,0.9998338017940898,0.6840874,CRIPAK,0.033539575,0.9999189069433965,-1.6364815,TDRP,-0.033900462,1.0,0.7816867,RP11-154J22.1,-0.042176276,1.0,0.9763212,UTP14A,0.04100367,0.9992640708997754,
ACSS2,-0.062294126,0.9999003804629129,,MGME1,-0.0808678,0.9996937181110113,,AFMID,-0.10422896,0.9996617578253437,1.8236322,CHRNA1,-0.03724361,0.9998338017940898,0.68289334,LMOD3,0.033539575,0.9999189069433965,-1.6605611,GCNT4,-0.033900462,1.0,0.7579197,TBC1D30,-0.042176276,1.0,0.9861789,MT1X,0.04100367,0.9992640708997754,
SYTL2,-0.062395457,0.9999003804629129,,POC1A,-0.081027046,0.9996937181110113,1.3313626,KIAA1683,-0.104265936,0.9996617578253437,1.9139994,ZNF433,-0.03724361,0.9998338017940898,0.6967377,GPR174,0.033539575,0.9999189069433965,-1.6279709,CAV1,-0.033900462,1.0,0.7644768,ZNF304,-0.042176276,1.0,0.96800953,AC084018.1,0.04077899,0.9992640708997754,
FANCG,-0.062395457,0.9999003804629129,1.1575624,ABCA2,-0.08112259,0.9996937181110113,,LGALS9B,-0.104265936,0.9996617578253437,1.873667,KRT86,-0.03724361,0.9998338017940898,0.68271285,HUS1B,0.033539575,0.9999189069433965,-1.612605,GEN1,-0.033900462,1.0,0.75342023,ABCB9,-0.042176276,1.0,0.99061644,SEL1L,0.04077899,0.9992640708997754,
KEAP1,-0.062446125,0.9999003804629129,,C19orf40,-0.08115444,0.9996937181110113,1.3289981,ZNF121,-0.104265936,0.9996617578253437,1.914767,CTB-178M22.2,-0.03724361,0.9998338017940898,0.6822418,FAM135A,0.033539575,0.9999189069433965,-1.6476712,CTD-2353F22.1,-0.033900462,1.0,0.76413316,OTOF,-0.042176276,1.0,1.0037068,AARSD1,0.040554315,0.9992640708997754,
CNTROB,-0.06254746,0.9999003804629129,2.1150095,SLC25A29,-0.08115444,0.9996937181110113,1.4461178,RFX2,-0.104265936,0.9996617578253437,1.9146658,CABLES1,-0.03724361,0.9998338017940898,0.693531,DBNDD1,0.033539575,0.9999189069433965,-1.7184644,LSM11,-0.033900462,1.0,0.76612246,TMCC2,-0.042176276,1.0,0.9824404,LMBR1,0.040329635,0.9992640708997754,
CD58,-0.06257279,0.9999003804629129,,ABCB10,-0.08115444,0.9996937181110113,1.2740085,ZNF674-AS1,-0.104265936,0.9996617578253437,1.8952895,RP11-552D4.1,-0.03724361,0.9998338017940898,0.68462604,TRAPPC12-AS1,0.033539575,0.9999189069433965,-1.7187457,HCG25,-0.033900462,1.0,0.7625587,RP11-359B12.2,-0.042176276,1.0,0.98227733,OMA1,0.040329635,0.9992640708997754,
UBR3,-0.06275012,0.9999003804629129,,ZKSCAN4,-0.08115444,0.9996937181110113,1.5063082,RP4-673M15.1,-0.104265936,0.9996617578253437,1.8824188,RP11-403A21.1,-0.03724361,0.9998338017940898,0.6903899,TIGD6,0.033539575,0.9999189069433965,-1.7010006,RP11-647K16.1,-0.033900462,1.0,0.81938714,LINC00984,-0.042176276,1.0,1.0406636,ABI2,0.040329635,0.9992640708997754,
INO80E,-0.06275012,0.9999003804629129,,RP11-755B10.4,-0.081218146,0.9996937181110113,1.4632775,ATP5SL,-0.104265936,0.9996617578253437,,CTD-3154N5.1,-0.03724361,0.9998338017940898,0.68789196,HYAL3,0.033539575,0.9999189069433965,-1.6959031,SEZ6,-0.033900462,1.0,0.75539404,LINC00494,-0.042176276,1.0,0.9792318,ARMC7,0.040329635,0.9992640708997754,
GALNS,-0.06300345,0.9999003804629129,,KIAA1324,-0.081218146,0.9996937181110113,1.4716617,TRIM62,-0.104265936,0.9996617578253437,1.8805562,CTC-338M12.6,-0.03724361,0.9998338017940898,0.68292356,AC006129.4,0.033539575,0.9999189069433965,-1.6943163,LINC00630,-0.033900462,1.0,0.7538084,RP11-867G23.4,-0.042176276,1.0,0.96765125,EFR3A,0.04010496,0.9992640708997754,
IL4R,-0.063079454,0.9999003804629129,,CASK,-0.081218146,0.9996937181110113,1.3225135,MYH3,-0.104265936,0.9996617578253437,1.8742483,SIPA1L2,-0.03724361,0.9998338017940898,0.6859031,SSPN,0.033539575,0.9999189069433965,-1.6332651,RP11-173M1.8,-0.033900462,1.0,0.75772727,CTD-2031P19.3,-0.042176276,1.0,0.9704965,NOL10,0.04010496,0.9992640708997754,
PPID,-0.06315545,0.9999003804629129,,GET4,-0.081218146,0.9996937181110113,1.3441348,THAP8,-0.104265936,0.9996617578253437,1.8969114,SLC23A3,-0.03724361,0.9998338017940898,0.6822639,ZNF41,0.033539575,0.9999189069433965,-1.6542907,SOX7,-0.033900462,1.0,0.7613165,MMP9,-0.042176276,1.0,1.0132393,ZNF836,0.03988028,0.9992640708997754,
PUSL1,-0.06345945,0.9999003804629129,,NRL,-0.081218146,0.9996937181110113,1.4941388,C19orf54,-0.104265936,0.9996617578253437,1.8885341,MADCAM1,-0.03724361,0.9998338017940898,0.6934214,SEC24B-AS1,0.033539575,0.9999189069433965,-1.6641786,AC009501.4,-0.033900462,1.0,0.75399077,SELP,-0.042176276,1.0,0.97190386,SPSB2,0.03988028,0.9992640708997754,
GPATCH2L,-0.063560784,0.9999003804629129,,CIPC,-0.081218146,0.9996937181110113,1.4492524,ACTL10,-0.104265936,0.9996617578253437,1.9005797,RP11-33O4.1,-0.03724361,0.9998338017940898,0.6830395,RP3-395M20.9,0.033539575,0.9999189069433965,-1.6365764,DLGAP1-AS2,-0.033900462,1.0,0.76061094,NME8,-0.042176276,1.0,0.97580415,ZFP62,0.03988028,0.9992640708997754,
RPP30,-0.06363678,0.9999003804629129,,RP11-522I20.3,-0.081218146,0.9996937181110113,1.4972293,DGKQ,-0.104265936,0.9996617578253437,1.8906993,LAMP5,-0.03724361,0.9998338017940898,0.69383824,PPAPDC2,0.033539575,0.9999189069433965,-1.7077724,SLC16A10,-0.033900462,1.0,0.75432754,INPP5A,-0.042176276,1.0,0.99809504,CRTAM,0.03988028,0.9992640708997754,
IPO9,-0.06371278,0.9999003804629129,,MED20,-0.081218146,0.9996937181110113,1.4752132,NOTCH4,-0.104265936,0.9996617578253437,1.945696,AASS,-0.03724361,0.9998338017940898,0.6835568,SRGAP3,0.033539575,0.9999189069433965,-1.6608427,RPGRIP1L,-0.033900462,1.0,0.78042215,GPX3,-0.042176276,1.0,0.97693276,TPT1-AS1,0.039430927,0.9992640708997754,
